time,RMS,MAV
3.0,0.18016147814714442,0.15156316715413812
3.05,0.19679621254656865,0.1628009246453676
3.1,0.1899765144803277,0.15472798145875916
3.15,0.16683562943902805,0.13653506342655508
3.2,0.18089052817862658,0.1383978197536441
3.25,0.18734676927646599,0.14514410152381063
3.3,0.17610879079331096,0.14153645603810877
3.35,0.17338315692375564,0.13383160130150706
3.4,0.15260958757337287,0.11475126226080123
3.45,0.14279540359914597,0.11016154869824688
3.5,0.16975432885055655,0.1358509165107974
3.55,0.1938811796759045,0.15932346395938154
3.6,0.19089536273732485,0.15042052969725095
3.65,0.1695162811069373,0.135138076492166
3.7,0.1828241942349192,0.15153047590663726
3.75,0.18040896336690518,0.14046057046419416
3.8,0.1744687566506965,0.13297698038083478
3.85,0.17444344655120392,0.13767132954363334
3.9,0.1618331855957393,0.1266960284812398
3.95,0.16660549957016846,0.1282007394704741
4.0,0.5469561292552891,0.37295658407690735
4.05,0.8078118843407422,0.6859060071814949
4.1,0.8498432096566937,0.7372464535819137
4.15,0.8203346260575486,0.6920034741491976
4.2,0.8058948914758705,0.666671461674506
4.25,0.8078231073705389,0.6826160752682191
4.3,0.8159592848854791,0.7249124170343825
4.35,0.7981072400944117,0.7027731511910159
4.4,0.772749199929366,0.6436811043844746
4.45,0.804284983669774,0.6728745792714617
4.5,0.827632121135699,0.7148121378982111
4.55,0.8129572434750983,0.6814969395165766
4.6,0.7870899450846206,0.6399169600016068
4.65,0.8069549458907848,0.6815007387548399
4.7,0.8224874631104262,0.7078938079333302
4.75,0.7945729086660838,0.664539045812468
4.8,0.7650947033638835,0.6299943026098596
4.85,0.8222503516710665,0.701272774012478
4.9,0.8583486405228922,0.7447642612803576
4.95,0.8075192633101556,0.6876300146431951
5.0,0.7881774664528527,0.6582338285354312
5.05,0.8136907982214451,0.6883541907666394
5.1,0.8287909468117364,0.7158321651340578
5.15,0.8086980204360216,0.6831096151292276
5.2,0.7773959496300321,0.6455892444290937
5.25,0.7836137731783566,0.6667185364392049
5.3,0.8238443603727431,0.7113680853925726
5.35,0.8159886890708806,0.6955152890047387
5.4,0.7857304579352955,0.6668273024069173
5.45,0.8157026205622289,0.7104354486810007
5.5,0.8375332914461086,0.7316465922136368
5.55,0.8232338421926455,0.6898010073950887
5.6,0.7552195899314033,0.6203936559173355
5.65,0.7876583074669427,0.6668379606547445
5.7,0.8377272497874982,0.7216158986461718
5.75,0.7856255937104313,0.6582213731398658
5.8,0.7565232148573224,0.6268524587143992
5.85,0.7869158211865672,0.675538319651999
5.9,0.820914971211865,0.7183358270253674
5.95,0.7777777173400208,0.6557178133005321
6.0,0.5540726652570003,0.394093958758223
6.05,0.1921039925140196,0.15366048020572978
6.1,0.1550567371201098,0.12599991315035322
6.15,0.1697353643160079,0.13714229252112375
6.2,0.17551338803984137,0.1408066201023743
6.25,0.17767019511321136,0.1463821171100232
6.3,0.1869806906824447,0.14780810485978
6.35,0.18822889937303897,0.14008040920929074
6.4,0.19637170027456557,0.15138230923413853
6.45,0.1858064879211381,0.14249313418712697
6.5,0.18161466837750453,0.13992897437796795
6.55,0.19344545802869564,0.15095983253789264
6.6,0.193516105340465,0.15224921011797293
6.65,0.18869380799548016,0.14719212468913873
6.7,0.21040733418207702,0.16502228098644817
6.75,0.2195146181262298,0.17653946490068922
6.8,0.19916109686587208,0.15491111203347124
6.85,0.17921458838677667,0.1419429241054312
6.9,0.1771688765011498,0.1486305890547537
6.95,0.18449043091154047,0.14788378552381007
7.0,0.19096922035043554,0.1442483826579557
7.05,0.19148091308782825,0.14725168226709986
7.1,0.19382840610524363,0.1532974577642443
7.15,0.18901800922448891,0.14716266652315835
7.2,0.18314867529774234,0.14083068331907067
7.25,0.18374953447593945,0.14515975115763552
7.3,0.18610553093699023,0.15608195417443102
7.35,0.1893300177048952,0.15708268146154974
7.4,0.19403466075400855,0.1569603554984743
7.45,0.18944594566392414,0.15096586330560718
7.5,0.18971262136483427,0.14686613184116207
7.55,0.20393475722469942,0.16130326352325508
7.6,0.18560614701743797,0.1461037321093073
7.65,0.17094913536187317,0.13520689089824117
7.7,0.20160276065409893,0.161856600322249
7.75,0.20536010442679503,0.16199704837466944
7.8,0.17807487432703617,0.13643707232548832
7.85,0.1858469353576113,0.14082356385902878
7.9,0.2083382674881727,0.16353118859773957
7.95,0.21747634543382605,0.1677474408218643
8.0,0.5570528204249928,0.37394249283071873
8.05,0.8003092150325418,0.6581044207469161
8.1,0.8254326797059564,0.7237835525835087
8.15,0.7898855315775478,0.6776957125756824
8.2,0.7755426834120951,0.645517491368373
8.25,0.8359253559567549,0.7151170043823031
8.3,0.855522210001482,0.73561046218351
8.35,0.8160009819968678,0.6887157794253709
8.4,0.8044416737744655,0.6663194785433767
8.45,0.8175431462311497,0.6939750071994116
8.5,0.8308110576958587,0.7185930842751883
8.55,0.8022101998554648,0.6750281338729655
8.6,0.7771703168535369,0.6526902344112997
8.65,0.7993482002134148,0.6870273060410982
8.7,0.8129588585603269,0.7049813392794948
8.75,0.8159901507506792,0.6934980606831636
8.8,0.7811800777602155,0.6567554262840674
8.85,0.7785918020418355,0.6791413952058007
8.9,0.8138464708498452,0.7178459594952724
8.95,0.7798221098192519,0.6614146159238876
9.0,0.7505672189095314,0.6246574917296672
9.05,0.8091463849166827,0.6816757202842496
9.1,0.8450626736803889,0.727334993613301
9.15,0.7905076465067792,0.6696285217094703
9.2,0.7708975614770484,0.6384521902097966
9.25,0.7976728117925772,0.675874197872671
9.3,0.8212537870427002,0.7162885385931813
9.35,0.8062790537513898,0.6901797280957025
9.4,0.771971417739637,0.6404018828705307
9.45,0.8206711557253312,0.6968246061432231
9.5,0.8573296144334789,0.7491142730318088
9.55,0.8051811907882518,0.6899800478911512
9.6,0.7869475445744963,0.6533579271549366
9.65,0.7959123256644375,0.6778444085610963
9.7,0.7988909436190323,0.7045016815826911
9.75,0.7815153964787577,0.6699145148782368
9.8,0.7613592591399946,0.6321734832182135
9.85,0.8048264303499724,0.6842539634605741
9.9,0.8431967339015146,0.7246794990277351
9.95,0.7962203441041835,0.6655497044156496
